project,tool,command
AcademySoftwareFoundation_openexr,github-actions,"
AcademySoftwareFoundation_openexr,github-actions,-macos
AcademySoftwareFoundation_openexr,github-actions,isk build //...
beancount_beancount,github-actions,-ci
beancount_beancount,github-actions,install
beancount_beancount,github-actions,_5.3.0-linux-x86_64.deb
beancount_beancount,github-actions,_5.3.0-linux-x86_64.deb" | sha256sum --check
beancount_beancount,github-actions,_5.3.0-linux-x86_64.deb
beancount_beancount,github-actions,build
beancount_beancount,github-actions,rc.travis build //...
beancount_beancount,github-actions,test
beancount_beancount,github-actions,rc.travis test --test_output=errors //...
vaticle_typedb-studio,circleci,-linux:
vaticle_typedb-studio,circleci,install/linux.sh
vaticle_typedb-studio,circleci,-mac:
vaticle_typedb-studio,circleci,install/mac.sh
vaticle_typedb-studio,circleci,:
vaticle_typedb-studio,circleci,run:rbe -- << parameters.command >>
vaticle_typedb-studio,circleci,-mac
vaticle_typedb-studio,circleci,run @vaticle_dependencies//distribution/artifact:create-netrc
vaticle_typedb-studio,circleci,build //:assemble-platform --define APPLE_CODE_SIGN=yes --define APPLE_ID=$APPLE_ID --define APPLE_ID_PASSWORD=$APPLE_ID_PASSWORD --define APPLE_CODE_SIGNING_CERT_PASSWORD=$APPLE_CODE_SIGNING_CERT_PASSWORD --spawn_strategy=local
vaticle_typedb-studio,circleci,-bin/assemble-platform.zip ~/src
vaticle_typedb-studio,circleci,-linux
vaticle_typedb-studio,circleci,build //:assemble-platform
vaticle_typedb-studio,circleci,build //:assemble-linux-targz
vaticle_typedb-studio,circleci,-bin/typedb-studio-linux.tar.gz ~/dist/typedb-studio-linux-$(cat VERSION).tar.gz
vaticle_typedb-studio,circleci,-bin/assemble-platform.zip ~/src
vaticle_typedb-studio,circleci,-linux
vaticle_typedb-studio,circleci,run @vaticle_dependencies//tool/release/notes:create -- \
vaticle_typedb-studio,circleci,-linux
vaticle_typedb-studio,circleci,run --define version=$(cat VERSION) //:deploy-brew -- release
grpc_grpc-kotlin,github-actions,Build
grpc_grpc-kotlin,github-actions,:
grpc_grpc-kotlin,github-actions,cache
grpc_grpc-kotlin,github-actions,"
grpc_grpc-kotlin,github-actions,- name: Install bazelisk
grpc_grpc-kotlin,github-actions,isk-linux-amd64"
grpc_grpc-kotlin,github-actions,"
grpc_grpc-kotlin,github-actions,"
grpc_grpc-kotlin,github-actions," test //...
grpc_grpc-kotlin,github-actions," build //...
Tinder_bazel-diff,github-actions,isk
Tinder_bazel-diff,github-actions,isk@latest && export PATH=$PATH:$(go env GOPATH)/bin
Tinder_bazel-diff,github-actions,-diff tests
Tinder_bazel-diff,github-actions,isk test //cli/...
Tinder_bazel-diff,github-actions,-testlogs) ./test-logs; (cd test-logs; zip -r -X ../test-logs.zip .)
Tinder_bazel-diff,github-actions,isk
Tinder_bazel-diff,github-actions,isk@latest && export PATH=$PATH:$(go env GOPATH)/bin
Tinder_bazel-diff,github-actions,-diff tests
Tinder_bazel-diff,github-actions,isk coverage --combined_report=lcov //cli/...
Tinder_bazel-diff,github-actions,-testlogs) ./test-logs; (cd test-logs; zip -r -X ../test-logs.zip .)
Tinder_bazel-diff,github-actions,isk info output_path)/_coverage/_coverage_report.dat -o coverage/html
Tinder_bazel-diff,github-actions,isk
Tinder_bazel-diff,github-actions,isk@latest && export PATH=$PATH:$(go env GOPATH)/bin
Tinder_bazel-diff,github-actions,-diff_deploy.jar
Tinder_bazel-diff,github-actions,-diff_deploy.jar
Tinder_bazel-diff,github-actions,-diff_deploy.jar
Tinder_bazel-diff,github-actions,-diff-repro-1
Tinder_bazel-diff,github-actions,$(git rev-parse HEAD~1) $(git rev-parse HEAD)
Tinder_bazel-diff,github-actions,_diff_impact
Tinder_bazel-diff,github-actions,$(git rev-parse HEAD~1) $(git rev-parse HEAD)
keras-team_keras-cv,github-actions,build keras_cv/custom_ops:all
keras-team_keras-cv,github-actions,-bin/keras_cv/custom_ops/*.so keras_cv/custom_ops/
Neargye_magic_enum,github-actions,run: |
Neargye_magic_enum,github-actions,-release.pub.gpg|sudo apt-key add -
Neargye_magic_enum,github-actions,-apt stable jdk1.8"
Neargye_magic_enum,github-actions,-y
Neargye_magic_enum,github-actions,test //... --curses no
ray-project_ray,buildkite,_export_options) --build_tests_only --test_tag_filters=-gpu,-needs_credentials
ray-project_ray,buildkite,_export_options) --build_tests_only --test_tag_filters=ray_air python/ray/data/...
ray-project_ray,buildkite,_export_options)
ray-project_ray,buildkite,_test_with_sharding.sh
ray-project_ray,buildkite,_export_options)
ray-project_ray,buildkite,_export_options) --build_tests_only --test_tag_filters=tune,-gpu_only,-ray_air,-gpu python/ray/train/...
ray-project_ray,buildkite,_export_options)
ray-project_ray,buildkite,_export_options)
ray-project_ray,buildkite,_export_options)
ray-project_ray,buildkite,_export_options)
ray-project_ray,buildkite,_export_options)
ray-project_ray,buildkite,_export_options)
ray-project_ray,buildkite,_export_options)
ray-project_ray,buildkite,_export_options)
ray-project_ray,buildkite,_export_options) --build_tests_only
ray-project_ray,buildkite,_export_options) --build_tests_only
ray-project_ray,buildkite,_export_options) --build_tests_only
ray-project_ray,buildkite,_test_with_sharding.sh
ray-project_ray,buildkite,_export_options) --build_tests_only
ray-project_ray,buildkite,_export_options) --build_tests_only
ray-project_ray,buildkite,_export_options) --build_tests_only --test_tag_filters=-gpu_only,rllib python/ray/tune/...
ray-project_ray,buildkite,_export_options) --build_tests_only --test_tag_filters=py37,-client python/ray/tune/...
ray-project_ray,buildkite,_export_options) --build_tests_only python/ray/tests/xgboost/...
ray-project_ray,buildkite,_export_options) --build_tests_only python/ray/tests/horovod/...
ray-project_ray,buildkite,_export_options) python/ray/tests/ray_lightning/...
ray-project_ray,buildkite,_export_options) --build_tests_only python/ray/tests/ludwig/...
ray-project_ray,buildkite,_export_options) --build_tests_only --test_tag_filters=client --test_env=RAY_CLIENT_MODE=1 python/ray/util/dask/...
ray-project_ray,buildkite,_export_options) --build_tests_only --test_tag_filters=client python/ray/tune/...
ray-project_ray,buildkite,_export_options) --build_tests_only python/ray/tests/modin/...
ray-project_ray,buildkite,_export_options) --build_tests_only --test_tag_filters=-client python/ray/util/dask/...
ray-project_ray,buildkite,_export_options) --build_tests_only python/ray/data/...
ray-project_ray,buildkite,_export_options) --build_tests_only python/ray/workflow/...
ray-project_ray,buildkite,_export_options) --build_tests_only --test_tag_filters=-statsforecast,-ray_air,-gpu,-py37,-post_wheel_build doc/...
ray-project_ray,buildkite,_export_options) --build_tests_only --test_tag_filters=statsforecast,-gpu,-py37,-post_wheel_build doc/...
ray-project_ray,buildkite,_export_options) --build_tests_only --test_tag_filters=ray_air,-statsforecast,-needs_credentials,-gpu,-py37,-post_wheel_build doc/...
ray-project_ray,buildkite,_export_options) --build_tests_only --test_tag_filters=needs_credentials,-statsforecast,-gpu,-py37,-post_wheel_build doc/...
ray-project_ray,buildkite,_event_logs
ray-project_ray,buildkite,clean) || true;
ray-project_ray,buildkite,clean
ray-project_ray,buildkite,_event_logs
ray-project_ray,buildkite,clean) || true
ray-project_ray,buildkite,_export_options) --build_tests_only --test_tag_filters=-post_wheel_build --
ray-project_ray,buildkite,_export_options) --config=ci
ray-project_ray,buildkite,_export_options) --test_env=CI
ray-project_ray,buildkite,_export_options) --test_env=CI
ray-project_ray,buildkite,_export_options) --build_tests_only --test_tag_filters=gpu,gpu_only python/ray/tune/...
ray-project_ray,buildkite,_export_options) --build_tests_only --jobs 1
ray-project_ray,buildkite,_export_options) --test_tag_filters=gpu python/ray/serve/...
ray-project_ray,buildkite,_export_options) --build_tests_only
ray-project_ray,buildkite,_export_options) --build_tests_only
ray-project_ray,buildkite,_export_options) --build_tests_only
ray-project_ray,buildkite,_export_options) --build_tests_only --test_tag_filters=gpu,gpu_only,-ray_air python/ray/train/...
ray-project_ray,buildkite,_export_options) --build_tests_only --test_tag_filters=datasets_train doc/...
ray-project_ray,buildkite,_export_options) --build_tests_only --jobs 2
ray-project_ray,buildkite,_export_options) --build_tests_only --test_tag_filters=gpu python/ray/air/... python/ray/train/...
ray-project_ray,buildkite,_export_options) --build_tests_only --test_tag_filters=gpu,-statsforecast,-py37,-post_wheel_build doc/...
ray-project_ray,buildkite,_export_options)
ray-project_ray,buildkite,_export_options) --build_tests_only --test_tag_filters=soft_imports python/ray/tune/...
ray-project_ray,buildkite,_export_options)
ray-project_ray,buildkite,_sharding/...
ray-project_ray,buildkite,_export_options)
ray-project_ray,buildkite,_export_options)
ray-project_ray,buildkite,_export_options)
ray-project_ray,buildkite,_export_options)
ray-project_ray,buildkite,_export_options)
ray-project_ray,buildkite,_export_options) python/ray/dashboard/...
ray-project_ray,buildkite,_export_options)
ray-project_ray,buildkite,_sharding.py
ray-project_ray,buildkite,_export_options)
ray-project_ray,buildkite,_export_options)
ray-project_ray,buildkite,_export_options)
ray-project_ray,buildkite,_export_options)
ray-project_ray,buildkite,_export_options)
ray-project_ray,buildkite,_export_options)
ray-project_ray,buildkite,_export_options)
ray-project_ray,buildkite,_export_options)
ray-project_ray,buildkite,_export_options)
ray-project_ray,buildkite,_export_options)
ray-project_ray,buildkite,_export_options)
ray-project_ray,buildkite,_export_options)
ray-project_ray,buildkite,_export_options)
ray-project_ray,buildkite,_export_options)
ray-project_ray,buildkite,_export_options)
ray-project_ray,buildkite,clean --expunge
ray-project_ray,buildkite,_export_options) --build_tests_only
ray-project_ray,buildkite,_export_options)  --build_tests_only --test_tag_filters=minimal python/ray/train/...
ray-project_ray,buildkite,_export_options) --test_tag_filters=compat_py36 
ray-project_ray,buildkite,_sharding.py --exclude_manual --index "\${BUILDKITE_PARALLEL_JOB}" --count "\${BUILDKITE_PARALLEL_JOB_COUNT}" --tag_filters=compat python/ray/tests/horovod/... python/ray/tests/lightgbm/... python/ray/tests/ml_py36_compat/... python/ray/tests/xgboost/... python/ray/tests/ray_lightning/... &&
ray-project_ray,buildkite,_sharding.py --exclude_manual --index "\${BUILDKITE_PARALLEL_JOB}" --count "\${BUILDKITE_PARALLEL_JOB_COUNT}" --tag_filters=-gpu,-needs_credentials python/ray/air/... &&
ray-project_ray,buildkite,_sharding.py --exclude_manual --index "\${BUILDKITE_PARALLEL_JOB}" --count "\${BUILDKITE_PARALLEL_JOB_COUNT}" --tag_filters=ray_air,-torch_1_11,-gpu_only,-gpu,-needs_credentials python/ray/train/... &&
ray-project_ray,buildkite,_sharding.py --exclude_manual --index "\${BUILDKITE_PARALLEL_JOB}" --count "\${BUILDKITE_PARALLEL_JOB_COUNT}" --tag_filters=ray_air python/ray/data/...;
ray-project_ray,buildkite,_export_options)
nelhage_rules_boost,circleci,-cache
nelhage_rules_boost,circleci,-5.2.0-installer-linux-x86_64.sh &&
nelhage_rules_boost,circleci,-5.2.0-installer-linux-x86_64.sh
nelhage_rules_boost,circleci,rc
nelhage_rules_boost,circleci,test --test_output=errors //...
nelhage_rules_boost,buildkite,---
tasks:
  ubuntu1804:
    working_directory: test
    build_targets:
    - "//..."
    test_targets:
    - "//..."
  macos:
    working_directory: test
    build_targets:
    - "//..."
    test_targets:
    - "//..."
  windows:
    working_directory: test
    environment:
      BAZEL_VC: "C:\\Program Files (x86)\\Microsoft Visual Studio\\2017\\BuildTools\\VC"
    build_targets:
    - "//..."
    test_targets:
    - "//..."

angular_universal,circleci,runs tests with browsers that will be
angular_universal,circleci,, we don't need a
angular_universal,circleci,-config:
angular_universal,circleci,config
angular_universal,circleci,picks it
angular_universal,circleci,.rc)
angular_universal,circleci,configuration.
angular_universal,circleci,rc
angular_universal,circleci,-config
angular_universal,circleci,test //...
angular_universal,circleci,_repository_cache
angular_universal,circleci,_disk_cache
angular_universal,circleci,-config
quantumlib_Stim,github-actions,:
quantumlib_Stim,github-actions,isk@v1
quantumlib_Stim,github-actions,build :all
gTile_gTile,github-actions,cache  # Optional
gTile_gTile,github-actions,"
gTile_gTile,github-actions,- name: "Bazel build"
gTile_gTile,github-actions,build //...
gTile_gTile,github-actions,test"
gTile_gTile,github-actions,test --test_output=errors //...
gTile_gTile,buildkite,-example
gTile_gTile,buildkite,: Build"
gTile_gTile,buildkite,build //...
gTile_gTile,buildkite,: Test"
gTile_gTile,buildkite,test //...
divergencetech_ethier,github-actions,tests once `ethier gen` is wrapped in a macro or rule.
divergencetech_ethier,github-actions,_test:
divergencetech_ethier,github-actions,-action (MIT)
divergencetech_ethier,github-actions,cache
divergencetech_ethier,github-actions,"
divergencetech_ethier,github-actions,-workspace-${{ hashFiles('WORKSPACE', 'repositories.bzl') }}
divergencetech_ethier,github-actions,isk
divergencetech_ethier,github-actions,isk-linux-amd64"
divergencetech_ethier,github-actions,"
divergencetech_ethier,github-actions,"
divergencetech_ethier,github-actions,files
divergencetech_ethier,github-actions," run //:gazelle_diff
divergencetech_ethier,github-actions," build //...
divergencetech_ethier,github-actions," test --test_output=errors --cache_test_results=no //...
VeriSilicon_TIM-VX,github-actions,_x86_vsim_unit_test
VeriSilicon_TIM-VX,github-actions,uses: abhinavsingh/setup-bazel@v3
VeriSilicon_TIM-VX,github-actions,build unit_test
VeriSilicon_TIM-VX,github-actions,-bin/
facebookresearch_CompilerGym,github-actions,-build BAZEL_BUILD_OPTS=--config=asan BUILD_TARGET=//compiler_gym/envs/llvm/service:compiler_gym-llvm-service
facebookresearch_CompilerGym,github-actions,-bin/compiler_gym/envs/llvm/service -cjvf compiler_gym-llvm-service.tar.bz2 compiler_gym-llvm-service
facebookresearch_CompilerGym,github-actions,build/buildtools/buildifier@latest
facebookresearch_CompilerGym,github-actions,cache
facebookresearch_CompilerGym,github-actions,_runner
facebookresearch_CompilerGym,github-actions,-${{ hashFiles('WORKSPACE') }}-${{ hashFiles('**/BUILD') }}
facebookresearch_CompilerGym,github-actions,-${{ hashFiles('WORKSPACE') }}-
facebookresearch_CompilerGym,github-actions,-
deepmind_lab,github-actions,builds and tests.
deepmind_lab,github-actions,rc build ${{matrix.cfg.config}} --copt=-Wno-sign-compare //...
deepmind_lab,github-actions,rc test  ${{matrix.cfg.config}} --copt=-Wno-sign-compare //...
deepmind_lab,github-actions,rc test  ${{matrix.cfg.config}} --copt=-Wno-sign-compare //python/tests:python_module_test --test_tag_filters=""
deepmind_lab,github-actions,rc test  ${{matrix.cfg.config}} --copt=-Wno-sign-compare //python/tests:dmenv_module_test --test_tag_filters=""
deepmind_lab,github-actions,rc run   ${{matrix.cfg.config}} --copt=-Wno-sign-compare --define headless=osmesa //:python_random_agent
pinterest_xchammer,github-actions,cache to speed up parallel jobs.
pinterest_xchammer,github-actions,_cache
pinterest_xchammer,github-actions,-cache
pinterest_xchammer,github-actions,key: ${{ runner.os }}-build-${{ env.cache-name }}
pinterest_xchammer,github-actions,_cache
pinterest_xchammer,github-actions,-cache
pinterest_xchammer,github-actions,key: ${{ runner.os }}-build-${{ env.cache-name }}
pinterest_xchammer,github-actions,_cache
pinterest_xchammer,github-actions,-cache
pinterest_xchammer,github-actions,key: ${{ runner.os }}-build-${{ env.cache-name }}
pinterest_xchammer,github-actions,_pod_store
pinterest_xchammer,github-actions,_cache
pinterest_xchammer,github-actions,-cache
pinterest_xchammer,github-actions,key: ${{ runner.os }}-build-${{ env.cache-name }}
pinterest_xchammer,github-actions,:
pinterest_xchammer,github-actions,runs-on: macOS-latest
pinterest_xchammer,github-actions,_cache
pinterest_xchammer,github-actions,-cache
pinterest_xchammer,github-actions,key: ${{ runner.os }}-build-${{ env.cache-name }}
pinterest_xchammer,github-actions,run: make run_force_bazel
pinterest_xchammer,github-actions,_cache
pinterest_xchammer,github-actions,-cache
pinterest_xchammer,github-actions,key: ${{ runner.os }}-build-${{ env.cache-name }}
pinterest_xchammer,github-actions,_cache
pinterest_xchammer,github-actions,-cache
pinterest_xchammer,github-actions,key: ${{ runner.os }}-build-${{ env.cache-name }}
pinterest_xchammer,github-actions,consumeable artifact per commit but using github
pinterest_xchammer,github-actions,_cache_release
pinterest_xchammer,github-actions,-cache-release
pinterest_xchammer,github-actions,key: ${{ runner.os }}-build-${{ env.cache-name }}
pinterest_xchammer,github-actions,-bin/xchammer_dist_repo.zip
envoyproxy_envoy,github-actions,/setup_clang.sh bin/clang11
envoyproxy_envoy,github-actions,isk shutdown
envoyproxy_envoy,github-actions,isk build -c fastbuild --spawn_strategy=local --discard_analysis_cache --nouse_action_cache --config clang --config libc++ $BUILD_TARGETS
envoyproxy_envoy,github-actions,run //tools/dependency:check --action_env=TODAY_DATE -- -c release_issues --fix
envoyproxy_envoy,github-actions,run //tools/dependency:check --action_env=TODAY_DATE -- -c cves -w error
envoyproxy_envoy,github-actions,/setup_clang.sh bin/clang11
envoyproxy_envoy,github-actions,isk shutdown
envoyproxy_envoy,github-actions,isk build -c fastbuild --spawn_strategy=local --discard_analysis_cache --nouse_action_cache --config clang --config libc++ //source/common/http/...
envoyproxy_envoy,buildkite,---
tasks:
  rbe:
    name: "RBE"
